record_id,person_group,group_size,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id
1186,Person 676,3,lauren,heenan,15.0,warland place,belbee,st clair,3630,sa,19490630.0,2210907,67124
2871,Person 676,3,lauren,heenan,15.0,warland place,belebe,st clair,3630,sa,19490630.0,2210907,38233
1168,Person 677,3,joshua,belperio,5.0,castlereagh crescent,manor court,maryborough,7310,nsw,19061028.0,6447360,97747
3097,Person 677,3,joshau,belperio,102.0,walker crzescent,,maryborough,7310,nsw,19061028.0,6447360,81761
4669,Person 677,3,joshua,belperio,5.0,castlereaght crescent,manor court,marybor ough,7310,,19061028.0,6447360,18741
1178,Person 678,3,lucy,clarke,1.0,kriewaldt circuit,rosehill,torquay,3084,sa,,4309304,99854
2566,Person 678,3,bkows,luc y,1.0,kriewaldt circuit,rosehill,torfquay,3084,sa,,4309304,42420
3079,Person 678,3,lucy,cla rke,1.0,kriewaldt circuit,,torquay,3085,sa,,4309304,47842
1192,Person 679,3,shanaye,robson,56.0,anzac park,,ettalong,3149,qld,19840131.0,7511641,86652
2555,Person 679,3,abby,robson,20.0,anzac park,chanak,ettalong,3149,qld,19840131.0,7511641,39356
2745,Person 679,3,abby,robsno,19.0,anzac park,chanak,ettalong,3149,qld,19840131.0,7511641,6498
1201,Person 680,3,aiden,velkovska,51.0,yarrawong a street,edinburgh caravan,oakleigh,2485,wa,19220610.0,9618318,26066
4833,Person 680,3,aiden,velkoovska,51.0,warring pkace,edinburgh acfavan,oakleigh,2485,wa,19220610.0,9618318,91420
4899,Person 680,3,aiden,velkovska,51.0,yarrawonga street,edinburgh caravan,oakleigh,2485,wa,19220610.0,9618318,64763
1202,Person 681,3,lily,nguyen,43.0,hirschfeldcrescent,afflexian,milperra,2084,wa,19270126.0,3183110,52284
2449,Person 681,3,lily,nguyen,43.0,hirschfeld crescent,afflexian,milperra,2084,wa,19270126.0,3183110,93363
4123,Person 681,3,liky,nguyen,43.0,hirschfeld crescent,afflexian,milperra,2084,wa,19270126.0,3183110,2667
1212,Person 682,3,samantha,moskwa,28.0,phillip avenue,riverpark,bacchus marsh,2282,sa,19560206.0,4255152,21299
1770,Person 682,3,samantha,moskwa,28.0,phillip aenue,,bacchus marsh,2282,sa,19560206.0,8546803,43582
3863,Person 682,3,samantha,moskwa,28.0,phillip avenue,riverpark,bacchus marsh,2282,sa,19560206.0,8546803,61197
1218,Person 683,3,jacob,webbr,33.0,geeves court,,bayswatber,2536,nsw,19931007.0,2283689,13995
1346,Person 683,3,jacob,wellburn,33.0,geeves ourt,wandoo stud,bayswater,2536,nsq,19931007.0,2283689,82143
4960,Person 683,3,jacob,callahan,33.0,geeves court,wandoo stud,bayswater,2536,nsw,19931007.0,2283689,55285
1234,Person 684,3,adriana,pinto,64.0,dryandra street,,brunswich west,5417,qld,19450702.0,1729257,83064
2463,Person 684,3,adriana,pinto,46.0,dryandra street,quandialla,brunswick west,5417,qld,19450702.0,1729257,73920
3903,Person 684,3,adriana,pinto,46.0,dryandra street,quandialla,brunswicu west,5417,qld,19450702.0,1729257,69186
1244,Person 685,3,archie,clake,162.0,nangor street,oaru,westmead,2251,vic,19780909.0,5273648,11411
3493,Person 685,3,archie,clarke,162.0,nangor street,omaru,westmead,2251,vic,19780909.0,5273648,22400
4205,Person 685,3,archie,clarke,,nangor street,oma ru,westmead,2251,vic,19780909.0,5273648,15723
1248,Person 686,3,travis,stubbs,42.0,scardon street,st john of god hospital,calen,2156,nsw,19010228.0,5893718,8484
2535,Person 686,3,travks,stubsb,42.0,scardon street,st john of g o hospital,raymond terrace,2516,nsw,19010228.0,5893718,51099
3777,Person 686,3,travis,stulbs,42.0,scardon treet,st john of go hospital,calen,2156,nsw,19010228.0,5893718,65241
1266,Person 687,3,jed,mcfadden,4.0,frencham place,wychwood,bongaree,810,vic,19610503.0,1096232,82071
1799,Person 687,3,jed,mcfadden,4.0,frencham place,wychwood,port lincoln,820,vic,19610503.0,1096232,72387
3252,Person 687,3,jed,mcfadden,4.0,frencham place,wychw ood,bongaree,820,vic,19610503.0,1096232,3756
1270,Person 688,3,trey,white,10.0,needham place,mcivor house,lilydale,4810,qld,19740724.0,7008048,61967
1632,Person 688,3,trey,whitee,,needham place,mcivor hluse,lilydale,4810,qld,19740724.0,7008048,68227
3297,Person 688,3,trey,white,10.0,needham place,mcivor house,lilyd ale,4810,qld,19740724.0,7008048,3990
1278,Person 689,3,wil,clarke,51.0,severne crescent,hazelwood garden,coodanup,5070,sa,19400516.0,4621214,46526
1768,Person 689,3,wil,clarke,51.0,severne drescent,hazelwoodgarden,coodamup,5070,sa,19400516.0,4621214,62892
3885,Person 689,3,clarke,wi,51.0,severne crescent,hazelwood garden,coodanup,5070,sa,19400516.0,4621214,48753
1284,Person 690,3,michael,gabbeft,42.0,jandamar ra street,goolwa octtage,rochedal esouth,4113,nsw,19800705.0,6966974,95722
1484,Person 690,3,michaela,gabbert,580.0,jandamarra street,goolwa cottage,rochedale south,4113,nsw,19800705.0,6966974,19533
2017,Person 690,3,michaela,gabbert,580.0,,goolwa c lttage,rochedal e south,4113,nsw,19800705.0,6966974,3326
1290,Person 691,3,lauren,blaschke,27.0,eggleston crescent,marx hill street,bittern,4169,vic,19130618.0,7472975,10703
2532,Person 691,3,lauren,blascgke,72.0,mccormcak street,marx hill street,bittern,4619,,19130618.0,7472975,3644
4700,Person 691,3,lauren,blaschke,27.0,egglesto n crescent,marx hill street,bittern,4169,vic,19130618.0,7472975,40104
1295,Person 692,3,kyle,vijiaraj,26.0,moon p lace,cro wer,chinchilla,5453,qld,19875031.0,7277540,33698
2607,Person 692,3,anthony,vijiaraj,26.0,moon place,crower,chinchilla,5453,qld,19871031.0,7277540,55538
4386,Person 692,3,anthony,vijiaraj,26.0,moon place,crower,chinchtlla,5453,qld,19871031.0,7277540,76513
1298,Person 693,3,lachlan,carmody,6.0,sheehan atreet,avenel,terrigal,2767,wa,19870722.0,7537783,79888
1766,Person 693,3,lachlan,carmody,6.0,sheehan street,avenel,terrigal,2767,wa,19870722.0,7537783,21034
3110,Person 693,3,lachlan,carmody,6.0,sheehan street,avenel,terrigal,2767,wa,,7537783,19218
1323,Person 694,3,zeo,reid,2400.0,newman mo rris circuit,the lodge,dolls ppoint,2550,nsw,19001031.0,8054503,12158
2354,Person 694,3,zoe,reid,2400.0,newman morris circuit,the lodge,dolls point,2550,nsw,19001031.0,8054503,42540
4280,Person 694,3,zoe,reid,2400.0,newman mo rris circuit,the lodge,dolls point,2550,nsw,19001031.0,8054503,68558
1359,Person 695,3,patrkck,vincent,21.0,outtrim avenue,glendower,willrtton,2213,nsw,19510921.0,9836975,11154
3659,Person 695,3,patrick,vincent,21.0,outtrim avenue,glendower,willetton,3984,nsw,19510921.0,7971982,16680
4072,Person 695,3,patrick,vincent,21.0,outtrim avenue,glendower,willetton,3984,nsw,19510921.0,9836975,35447
1393,Person 696,3,elli,mccarthy,35.0,druitt place,myalpa,penshurst,4551,nsw,19681114.0,7638218,36629
2340,Person 696,3,elli,mcgcarthy,35.0,druitt place,myalpa,penshurst,4551,nsw,19681114.0,7638218,32404
4284,Person 696,3,elli,mccarthy,,druit tplace,myalpa,penshurst,4551,nsw,19681114.0,7638218,35716
1397,Person 697,3,jacqueline,matthews,50.0,callaghab street,narla vlge,punchbowl,3815,qld,19210324.0,2110260,35121
1755,Person 697,3,jacqueline,matthews,50.0,callaghan street,narla v lge,punchbowl,3815,qld,19210324.0,2110260,79383
4849,Person 697,3,jacqueline,matthews,50.0,callaghan street,narla vlge,punchbowl,3815,qld,19210324.0,2110260,48588
1400,Person 698,3,madeleine,green,20.0,weetman place,hopeview,orange,2125,vic,19911013.0,5184902,1236
3536,Person 698,3,madeleine,green,20.0,weetman place,hopeview,orang,2152,vic,19911013.0,5184902,72498
3584,Person 698,3,greeb,madeleine,20.0,weetman place,hopeview,orange,2125,vic,19911013.0,5184902,4387
1404,Person 699,3,silas,edhouse,13.0,fincham crescent,gateway vlge caravn park,terrigal,2720,nsw,19460712.0,6281089,636
3048,Person 699,3,silas,edhouse,13.0,fincham cr escent,gateway vlge caravn park,terrigal,2720,nsw,19460712.0,6281089,58214
4103,Person 699,3,silas,edhouse,13.0,fincham cr escent,gateway vlge caravn park,terrimal,2702,nsw,19460712.0,6281089,42473
1411,Person 700,3,mitchell,bellamy,,arthurdircle,bolsro,coonalypn,6210,vic,19710203.0,1090549,77087
1655,Person 700,3,bellamy,mitchell,4.0,bolaro,arthur ycircle,coonalpyn,6210,vic,19710203.0,1090549,3359
2100,Person 700,3,mitchell,bellamy,4.0,arthur circle,bolaro,coonalpyn,6210,vic,19710203.0,1090549,75563
1413,Person 701,3,diamond,bishop,22.0,mcbryde crescent,camara,valley view,2049,nsw,,1088643,13253
1661,Person 701,3,diaomlnd,bishoe,22.0,mcbryde crescent,cama ta,valley view,2049,nsw,,1088643,49755
2156,Person 701,3,diamonnd,bis hop,22.0,mcbryde crescent,camcara,valley view,2049,nsw,,1088643,58706
1468,Person 702,3,benjamin,,8.0,hatters ley court,,mount isa,2480,,19040605.0,1601537,2295
1529,Person 702,3,benjamin,,83.0,hattersley court,wintersloe,allambie heights,2480,wa,19040605.0,1601537,80305
4379,Person 702,3,benjamin,,83.0,hattersleycourt,wintersloe,allambie heights,2480,wa,19040605.0,1601537,34667
1520,Person 703,3,schkirra,walploe,4.0,namadgi icrcuit,rydellan,bibra lake,2234,vic,19560330.0,1950180,22633
2195,Person 703,3,gabrielle,walpole,4.0,namadgi circuit,,bibra ake,2234,nsw,19560330.0,1950180,58169
4073,Person 703,3,schkirra,walpole,4.0,namadgi circuit,rydellan,bibra lake,2234,nsw,19560330.0,1950180,54863
1528,Person 704,3,peat,van engelenhoven,36.0,alberga street,arnowod,padstow,2448,nsw,19130109.0,1081903,25109
1872,Person 704,3,ethan,van engelenhoven,94.0,albergastreet,arnwood,padstow,2448,nsw,19520227.0,1081903,61132
4455,Person 704,3,ethan,van engelenhoven,94.0,alberga street,arnwood,padstow,2448,nsw,19130109.0,1081903,35428
1561,Person 705,3,madelne,ebdel,17.0,amagula avenue,rockwo od,nungurner,5253,sa,19690807.0,7508632,47048
3034,Person 705,3,madeline,ebdell,,amagula avenue,rockwood,nungfurer,5253,sa,19690807.0,7508632,46371
4549,Person 705,3,madeline,ebdell,17.0,amagula avenue,rockwood,nungurner,5253,sa,19690807.0,7508632,97025
1572,Person 706,3,anita,brock,168.0,canaway place,rosetta village,mount warren park,2049,qld,19540610.0,4746605,81854
2844,Person 706,3,anita,brock,168.0,canaway place,rosetta zillage,mount warren park,2049,qld,19540610.0,4746605,18259
4388,Person 706,3,anita,rosecly,168.0,canaway place,rosetta village,mount warren park,2049,qld,,4746605,27836
1577,Person 707,3,,stephenson,15.0,andrew crescent,perido n vlge,bundabrg,3915,wa,19290727.0,1838569,35230
1606,Person 707,3,nasyah,rawlings,15.0,andrew crescent,peridon vlge,bundaberg,3915,wa,19290727.0,1838569,88225
2357,Person 707,3,nasyah,rawlings,15.0,andrew crescent,,bundaberg,3915,wa,19290727.0,1838569,63297
1578,Person 708,3,harrison,campian,34.0,ossa plqce,,mooroolbark,6154,vic,19870409.0,4394472,83840
2873,Person 708,3,harrison,campain,34.0,ossa place,,mooroolbark,6155,vic,19870409.0,4394472,52176
3397,Person 708,3,harrison,campain,34.0,ossap l ace,,mooroolbark,6155,vic,19870409.0,4394472,11860
1603,Person 709,3,nicole,needham,5.0,kooringal,little laura,wowan,4670,vic,19560504.0,8844332,79860
1951,Person 709,3,nicolet,needhma,5.0,kooringal,little laura,coochiemuldo island,4670,vic,19560504.0,8844332,66491
4391,Person 709,3,nicole,needham,5.0,kooringal,little laura,coochiemudlo island,4670,vic,19560504.0,8844332,37654
1610,Person 710,3,vendula,webb,31.0,molloy crescent,gwanalan,clayton,2608,nsw,19350812.0,7308373,85175
1765,Person 710,3,vendula,webb,31.0,molloy crescent,gwandalan,clayton,2680,nsw,19350812.0,7308373,68197
3563,Person 710,3,vendula,webcb,3.0,molloy crescent,gwandakan,clayton,2680,nsw,19350812.0,7308373,83169
1612,Person 711,3,jordyn,lanyon,287.0,,,mona vale,6230,qld,19161215.0,9181688,29174
2898,Person 711,3,jordsn,lanyon,287.0,,,mona vale,6230,qld,19161215.0,9181688,34813
3430,Person 711,3,jordyn,lanyon,37.0,,,mona vale,6230,qld,19161215.0,9181688,77707
1617,Person 712,3,tai,tows,16.0,badimara street,kodooto nga,maitland,4818,vic,19810610.0,5213349,41828
3041,Person 712,3,gregory,toews,16.0,badimara street,kodootonga,lower temelestowe,4818,vic,19810610.0,5213349,8642
4607,Person 712,3,tai,toews,16.0,badimara street,kodootonga,maitland,4818,vic,19810610.0,5213349,75215
1627,Person 713,3,chelsea,o'day,115.0,,woodleigh,woodlands,3179,nws,19060726.0,9669480,9340
2733,Person 713,3,chelsea,o'day,115.0,,woodleigh,woodlands,3179,nsw,19060726.0,9669480,71779
3422,Person 713,3,chevonne,o'day,115.0,,woodleigh,woodlands,3179,nsw,19060726.0,9669480,37469
1629,Person 714,3,ellie,campbell,37.0,douglas place,port hedland regoinal hospital,corio,7008,wa,19380331.0,4597845,28392
2088,Person 714,3,ellie,campbell,,douglas place,port hedland regional hospital,corio,7008,wa,19380331.0,4597845,93304
2944,Person 714,3,ellie,campbell,37.0,douglas place,port hedland regional hospital,corio,7008,wa,19380331.0,4597845,14040
1643,Person 715,3,makenzi,nirta,8.0,leahy close,blue crane farm,speawrood,4487,sa,19701002.0,1655073,44283
4347,Person 715,3,makenzi,nirta,8.0,leahy close,blue crane farm,spearwood,4487,sa,19701002.0,1655073,26711
4589,Person 715,3,makenzi,nirta,8.0,leah y close,blue carne farm,spearwood,4487,sa,19701002.0,1655073,32785
1649,Person 716,3,jasmine,campbell,639.0,rawlings place,donald coburn lodg,narellan,7250,sa,19550613.0,8692804,33496
3380,Person 716,3,jasmine,campbell,639.0,rawlings place,donald coburn lodg,alice springs,2750,as,19550613.0,8692804,4276
4679,Person 716,3,jamsine,campbell,639.0,rawlings place,donald coburn lodg,narellan,7250,sa,19550613.0,8692804,79251
1664,Person 717,3,alex,widdowson,6.0,brewster place,clonturle,oakleigh,3042,vic,19191108.0,1494593,61975
1729,Person 717,3,alex,widdowson,6.0,brewster place,clonturkle,oakleigh,3042,vic,19191108.0,1494593,54353
1901,Person 717,3,alex,widdowson,6.0,brewster place,clonturkle,oaklegih,3042,vic,19191108.0,1494593,98303
1683,Person 718,3,tiarna,reid,147.0,dines place,brentwood vlge,booval,2250,vic,19820122.0,4863287,72759
2148,Person 718,3,tiarna,reid,147.0,dines place,brentwood vlge,athelstone,2250,vic,19820122.0,4863287,64121
2709,Person 718,3,tiarna,reis,147.0,dines place,brentwood vlge,athelstone,2250,vic,19820122.0,4863287,75400
1713,Person 719,3,nicholas,plesa,85.0,yerrac o urt,cnjla mntn,springfield,3128,nsw,19000520.0,4417121,70568
4131,Person 719,3,nicholas,plesa,85.0,yerra court,cnjla mntn,springfield,3128,nsw,19000520.0,4417121,15044
4375,Person 719,3,braithwraite,nichyolas,85.0,yerra court,cnjla mntn,springfeld,3128,nsw,19000520.0,4417121,38296
1714,Person 720,3,quilliam,chelsea,41.0,,,rosewhite,2217,nsw,19531012.0,9096288,95458
3716,Person 720,3,chelsea,quilliam,,,,rosewhite,2756,nsw,19531012.0,9096288,12559
4640,Person 720,3,chelsea,quilliam,41.0,,,rosewhite,2756,nsw,19531012.0,9096288,58827
1715,Person 721,3,thomas,mason,70.0,willoughbt crescent,spq caump,avalon,6117,qld,,2444851,46758
2293,Person 721,3,matthew,mason,,willoughby crescent,spq cajp,avalon,6171,qld,,2444851,7541
2438,Person 721,3,matthew,mason,,willoughby crescent,spq camp,avalon,6171,qld,,2444851,18126
1724,Person 722,3,erin,papageorgiou,30.0,elimatta street,glenview,woollahra,4051,nsw,19980305.0,9041936,14979
3388,Person 722,3,aaliyth,papageorgiou,30.0,elimatta street,glevniew,woollahra,4051,nsw,19980305.0,9041936,98609
4143,Person 722,3,laura,papagergiou,30.0,elimatta street,glenview,woollahra,4051,nsw,19980305.0,9041936,48114
1763,Person 723,3,nicholas,braithwaite,4.0,keverstone circuit,unt 7,port macquarie,7008,act,19431104.0,5140822,16615
2429,Person 723,3,nicholas,roxburgh,20.0,keverstone circuit,unt 7,port macquarie,7008,act,19431104.0,5140822,78382
4384,Person 723,3,nicholas,roxburgh,27.0,unt 7,keverstone circuit,port macquarie,7008,act,19431104.0,5140822,3652
1772,Person 724,3,brody,matthews,4.0,windradyne street,palm la ke resort,mount pleasant,2396,sa,19501711.0,7311371,23711
4214,Person 724,3,chellea,matthews,78.0,windradyne street,palm lake resort,mount pleasant,2396,ss,19510711.0,7311371,13516
4263,Person 724,3,chelsea,matthews,4.0,windradyne street,palm lake resort,mount pleasant,2396,sa,19510711.0,7311371,67295
1800,Person 725,3,sebastian,mahoay,23.0,,brentwood vlge,sunshine,4073,qld,19220613.0,1542344,96814
3282,Person 725,3,sebastian,mahony,23.0,le gallienne street,brentwood vlge,sunshine,4073,qld,19220613.0,1542344,56524
3572,Person 725,3,mahony,sebastian,23.0,le gallienne street,brentwood vlge,sunshine,4073,qld,19750108.0,1542344,86
1836,Person 726,3,renee,white,19.0,bock place,morningsite,redbank qplains,2137,vic,19050415.0,8508455,73663
3871,Person 726,3,callum,whiye,19.0,morningsite,bock place,redbank plains,2137,vic,19470908.0,8508455,87502
4909,Person 726,3,callum,white,19.0,bock place,morningsite,redbank plains,2137,vic,19470908.0,8508455,18082
1912,Person 727,3,madison,oh,495.0,mccabe crescent,apple cottage,bellevue hill,2758,nsw,,8123343,93845
2735,Person 727,3,lily,ho,495.0,mccabe crescent,apple cottage,bellevue hill,2758,qld,,8123343,70587
4403,Person 727,3,lily,hxo,495.0,mccabe crescent,applecottage,bellevue hill,2759,qld,,8123343,12518
1932,Person 728,3,jordan,gold,6.0,sharwood crescent,sunforest therapy centre,belmont,2155,nsw,19941117.0,1139906,93474
2302,Person 728,3,jordan,gold,18.0,sharwood crescent,sunforest therapy centre,belmont,2155,nsw,19941117.0,1139906,32239
3877,Person 728,3,jordan,goled,6.0,sharwood crescent,sunforest therapy centre,belmont,2155,nsw,19941117.0,6842639,63611
1938,Person 729,3,lucy,spargo,3.0,smalley circuit,locn 5940,woree,4511,nsw,19121112.0,7260253,3260
4504,Person 729,3,lucy,spargo,15.0,smalley circuit,locn 5940,woree,4511,nsw,19121112.0,7260253,12692
4708,Person 729,3,lucy,sprago,15.0,smalley circuit,locn 5940,woree,4511,nsw,19121112.0,7260253,83796
1939,Person 730,3,,morrison,42.0,parnell place,,davistown,2580,nsw,19371121.0,3101161,49770
2749,Person 730,3,,morrison,42.0,parnell place,,davistown,2580,nsw,19620915.0,3101161,95087
3963,Person 730,3,,morrison,,parnell place,,chishozm,2508,nsw,19620915.0,3101161,65356
1947,Person 731,3,lydia,blake,3.0,elimatta street,foreshore caravan park,cunnamulla,5082,vic,19300602.0,5723847,95140
2254,Person 731,3,lydia,blake,3.0,elimatta street,foreshore caravan park,cunnamlula,5082,vic,19300602.0,5723847,35301
4575,Person 731,3,lydia,blake,3.0,elimatta street,,cunnamulla,5082,vic,19300602.0,5723847,7202
2018,Person 732,3,tara,dixon,25.0,goldstein crescent,eldwick,fairlight,2428,qld,19200105.0,5335030,97627
2462,Person 732,3,tara,dixon,25.0,moogerah s treet,,fairlight,2428,qld,19200105.0,5335030,99283
3364,Person 732,3,tara,dixon,25.0,goldstein crescent,eldwcik,figtree,2428,qld,19200105.0,5335030,99956
2072,Person 733,3,sonja,wilkins,1024.0,alfred hill drive,st john of god hospital,hope valley,2760,vic,19340404.0,2867046,38167
4104,Person 733,3,sonja,wilknis,1024.0,alfred hill drive,st john of god hospital,huonville,2768,,19741205.0,2867046,23062
4514,Person 733,3,jake,wilkins,1042.0,alfred hill drive,st john of god hospital,hope valley,2760,vic,19340404.0,2867046,68544
2087,Person 734,3,megan,purdon,8.0,lyndon street,hawkesbury natural health acupuncture ce,minchinbury,2256,vic,19641218.0,1801047,84062
2543,Person 734,3,megan,purdon,8.0,lyndon street,hawkesbury natural health acupuncture ce,minchinbupry,2256,vic,19900130.0,1801047,16328
3635,Person 734,3,megan,purdin,8.0,lyndon street,hawkesbury natural health acupuncture ce,minchinbury,2225,vic,19641218.0,1801047,99465
2096,Person 735,3,kyra,wilde,62.0,groom street,binbimbie,young,3595,qld,19220601.0,6073461,57191
2753,Person 735,3,kyra,wilde,26.0,groom street,binbimbie,young,3859,qld,19220601.0,6073461,76388
3226,Person 735,3,kyra,everett,26.0,groom street,binbimbie,young,3889,qld,19220601.0,6073461,58821
2118,Person 736,3,charlotte,dixno,31.0,ferber place,mlc ecntre,geelon west,4810,qld,19141202.0,3783386,15000
3484,Person 736,3,charlotte,dixon,219.0,ferber place,mlc centre,geelong west,4810,qld,19141202.0,3783386,63116
4611,Person 736,3,charlotte,dixon,219.0,ferber puace,mlc centre,geelong west,4810,qld,19141202.0,3783386,14452
2128,Person 737,3,luke,marshman,25.0,sangster place,willyaroo street,albion park,4220,wa,19711012.0,3259489,58149
3067,Person 737,3,luke,,52.0,sangster place,willyaroostreet,albion park,4220,wa,19711012.0,3259489,415
4421,Person 737,3,luke,marshman,52.0,sangster place,willyaroo street,albion park,4220,wa,19711012.0,3259489,61335
2130,Person 738,3,naomi,millar,7.0,southern cross drive,glengar,st agnes,5172,,19750818.0,7751504,30960
2323,Person 738,3,naomi,milfra,7.0,glengar,southern cross drive,st agnes,5172,qld,19750818.0,7751504,19892
4804,Person 738,3,naomi,millar,7.0,southern cross drive,glengar,st agnes,5172,qld,19750818.0,7751504,73507
2162,Person 739,3,michael,paschalidis,1.0,de little circuit,nunkuri,osborne park,2380,vic,19930102.0,8507976,40224
2447,Person 739,3,michael,paschaildis,1.0,de little circuit,nunkuri,osborne park,2380,vic,19930102.0,8507976,74424
4277,Person 739,3,kiira,paschalidis,1.0,de little circuit,nunkuri,osborn e park,2046,vic,19930102.0,8507976,93468
2169,Person 740,3,rebekah,ryan,1334.0,barraclough crescent,lindisfarme,craigie,2575,nsw,19791003.0,4949902,62876
3062,Person 740,3,matthew,ryane,1334.0,barraclough crescent,lindisfarme,craigie,2575,nsw,19791003.0,4949902,40932
3521,Person 740,3,matthew,ryan,1334.0,barraclough crescent,lindisfarme,craigie,2575,nsw,19791003.0,4949902,29481
2179,Person 741,3,jacob,schuster,5.0,maidemnt place,,sunshine,2540,sa,19750307.0,4344953,95905
3024,Person 741,3,jacob,schuster,5.0,maidment place,woy woy community care,sunshine,2504,sa,19750307.0,4344953,47295
4781,Person 741,3,jacob,schuster,5.0,maidment place,woy woy community care,sunshine,2540,sa,19750307.0,4344953,94357
2190,Person 742,3,john-paul,binns,69.0,brand street,uc-dia-loi,mawson,4012,nsw,19070612.0,9026975,1373
2872,Person 742,3,john-paul,binns,69.0,brand street,,mawson,4012,nsw,19070612.0,9026975,29129
3228,Person 742,3,john-paul,binns,69.0,brand street,uc-dai-loi,mawson,4012,nsw,19070612.0,9026975,88333
2192,Person 743,3,caitlin,menzies,31.0,adair st reet,kilnavrott,wentworth falls,2785,nsw,19190514.0,8126161,8017
2610,Person 743,3,ca itlin,menzies,,adair street,kilnacrott,wentworth falls,2304,nsw,19190514.0,8126161,7221
4058,Person 743,3,caitlin,menzies,31.0,adair street,kilnacrott,wentworth falls,2758,nsw,19190514.0,8126161,51772
2220,Person 744,3,joshua,torzillo,92.0,maclaurin crescent,glubbaan,hawthorn,2148,nsw,,1090709,97907
3354,Person 744,3,joshua,torzillo,92.0,maclaurin crescent,glub bamn,hawthorn,2148,nsw,19290709.0,1090709,93648
3776,Person 744,3,joshua,torzillo,92.0,maclaurin crescent,glubbaan,hawtcorn,2148,nws,,1090709,70072
2236,Person 745,3,keljsy,charman,46.0,hobbs street,cornuo cpia,tomakin,4820,vic,19940729.0,1026581,8643
2469,Person 745,3,kelsy,charman,46.0,hobbs xtreet,cornucospia,tomakin,4820,vic,19940729.0,1026581,90059
3892,Person 745,3,kelsy,charman,46.0,hobbs street,cornucopia,tomakin,4820,vic,19940729.0,1026581,12321
2247,Person 746,3,thomas,meadows,13.0,bridge place,lyndon lodge,malvern east,2794,wa,19840422.0,1641632,92505
2518,Person 746,3,thomas,meadows,13.0,bridgge place,,malvern aest,2794,wa,19840422.0,1641632,1470
3668,Person 746,3,arabella,meadows,13.0,bridge place,lyndonl odge,malvern east,2794,wa,19840422.0,1641632,49902
2265,Person 747,3,hannah,white,47.0,waratah street,school house,greensborough,3066,vic,19240312.0,9879908,73902
3219,Person 747,3,hanah,white,47.0,waratah street,school house,greensborough,3076,vic,19240312.0,9879908,54764
3660,Person 747,3,hanna,white,47.0,waratah sjtreet,,greensborough,3066,vic,19240312.0,9879908,21765
2273,Person 748,3,eliza,rundle,19.0,warabin crescent,east road,mermaid waters,2644,nsw,19480101.0,9904533,86628
2836,Person 748,3,eliza,runfle,19.0,warabin crescent,east oad,mermaid waters,2644,nsw,19480101.0,3405386,17827
4542,Person 748,3,eliza,rundle,19.0,warabin crescent,east road,mermaird waters,2644,nsw,19480101.0,9904533,8905
2299,Person 749,3,westbrook,stephanie,13.0,badimara street,kindlian,mount pleasant,2010,act,19520107.0,7788330,52100
3613,Person 749,3,stephnie,westbrok,13.0,badimara street,,labrador,2010,act,19520107.0,7788330,96688
3970,Person 749,3,stephanie,westbrook,13.0,badimara street,,mount pleasant,2010,act,19520107.0,7788330,29988
2309,Person 750,3,jaden,librandi,64.0,hale place,tarogna,nightclirf,3193,nsw,19331205.0,3528865,50430
2697,Person 750,3,jaden,collier,4.0,hale place,taronva,nightcliff,3193,nsw,19331205.0,3528865,47998
4677,Person 750,3,jaden,librandi,64.0,hale place,taronga,nightcliff,3193,nsw,19331205.0,3528865,25972
2320,Person 751,3,stephanie,spong,14.0,kenyon courcuit,waverl ey lodge,normanhurst,3182,nsw,19430901.0,6128280,4551
2556,Person 751,3,stephanie,spong,14.0,kenyon circuit,waverley lodge,normanhurst,3182,nsw,19430901.0,6128280,66666
2750,Person 751,3,stephatnie,spogn,119.0,kenyon circuit,waverley lodge,normannhurst,3182,nsw,19430901.0,6128280,83011
2361,Person 752,3,phillip,harrington,3.0,davitt close,mirinjani vlge mirinjani hostel,wangaratta,2209,vic,19610601.0,5960004,51993
2402,Person 752,3,joshua,harrington,3.0,davitt close,mirinjani vlge mirinjani hostel,wangaractta,2209,vic,19610601.0,5960004,71879
3431,Person 752,3,joshua,harrington,3.0,davitt close,mirinjani vlge mirinjani hostel,wangaratta,2209,vic,19610601.0,5960004,15583
2369,Person 753,3,thohrpe,liam,8.0,kianin n ycabins,paul coe drescent,penrith,2204,nsw,19911112.0,9435582,86068
3125,Person 753,3,liam,thorpe,,paul coe crescent,kianinny cabins,penrith,2204,nsw,19911112.0,9435582,53990
4689,Person 753,3,liam,thorpe,,paulcoe crescent,kiani nny cabins,penrith,2204,wa,19911112.0,9435582,95565
2391,Person 754,3,seamus,collinson,5.0,southwell street,,winthrop,3166,nsw,19820510.0,6923387,8923
3333,Person 754,3,seamus,collnison,5.0,southwelrl street,,winthrop,3166,nsw,19820510.0,6923387,21350
4705,Person 754,3,seamus,collinson,5.0,southwell street,,winthrop,3166,nsw,19870728.0,6923387,77923
2422,Person 755,3,caitlin,lowe,6.0,,longridge,balcatta,6062,sa,19551029.0,1321288,1087
3185,Person 755,3,caitlin,lwoe,6.0,hawkerplace,longr idge,balcatta,6026,sa,19551029.0,1321288,99487
4200,Person 755,3,caitlin,lowe,15.0,,longridge,balcatta,6026,sa,19551029.0,1321288,61001
2472,Person 756,3,matthews,hannah,19.0,,,,6210,nsw,19590205.0,1868981,94011
