record_id,cluster_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id
2294,569,julis,gascoigne,43.0,langdon avenue,clarkwood,bunbury,5163,nsw,19090104.0,4002060,32207
0,---,---,---,---,---,---,---,---,---,---,---,---
2296,570,marcus,wardle,50.0,gilmore crescent,brightling park,edithvale,3104,sa,19991212.0,6017101,66428
2344,570,marcus,wardle,50.0,gilmore croscent,brightling park,editfhale,3104,sa,19991212.0,6017101,19516
2203,570,marcus,wardle,50.0,gilmore crrscent,brightlingpark,edithvale,3104,sa,19991212.0,6017101,27931
4515,570,marcus,wardle,50.0,gilmore crescent,brightling park,edithvsle,3104,sa,,6017101,60893
0,---,---,---,---,---,---,---,---,---,---,---,---
4577,571,danny,petwrsen,12.0,owen dixon drive,rawdom hill,minto,3029,wa,19441022.0,6090944,68542
2824,571,damny,petersen,12.0,owen dixon drive,reg simpob court,minto,3029,wa,19441022.0,6090944,94822
3216,571,danny,petersen,12.0,rawdonbhill,owen dixon drive,minto,3029,wa,19441022.0,6090944,69826
951,571,danny,petersen,12.0,rawdon hill,cade place,minto,3029,wa,19441022.0,6090944,92211
2298,571,danny,petersen,12.0,owen dixon drive,rawdon hill,minto,3029,wa,19441022.0,6090944,54039
4127,571,aliza,petersen,12.0,owen dixon drive,,mintl,3029,wa,19441022.0,6090944,8640
0,---,---,---,---,---,---,---,---,---,---,---,---
1932,572,jordan,gold,6.0,sharwood crescent,sunforest therapy centre,belmont,2155,nsw,19941117.0,1139906,93474
3877,572,jordan,goled,6.0,sharwood crescent,sunforest therapy centre,belmont,2155,nsw,19941117.0,6842639,63611
2302,572,jordan,gold,18.0,sharwood crescent,sunforest therapy centre,belmont,2155,nsw,19941117.0,1139906,32239
0,---,---,---,---,---,---,---,---,---,---,---,---
2315,573,erin,blaschke,196.0,napthali close,gleneagle,chelsea heights,6126,nsw,19811127.0,3326156,64378
341,573,eri n,blaschke,196.0,napthali close,glenegale,chelsea heights,6126,nsw,19811127.0,3326156,94530
0,---,---,---,---,---,---,---,---,---,---,---,---
4470,574,aaron,hemmings,3.0,henry street,oakey isle wallis lke off,pooraka,3168,qld,19050907.0,6432157,70015
2318,574,aaron,hemxmings,44.0,henry street,oakey isle walis lke off,pooraka,3168,qld,19050907.0,6432157,13135
1231,574,aaron,hemminfs,3.0,henry street,oakey isle sallis lke off,poor aka,3168,qld,19050907.0,6432157,64438
0,---,---,---,---,---,---,---,---,---,---,---,---
2130,575,naomi,millar,7.0,southern cross drive,glengar,st agnes,5172,,19750818.0,7751504,30960
2323,575,naomi,milfra,7.0,glengar,southern cross drive,st agnes,5172,qld,19750818.0,7751504,19892
4804,575,naomi,millar,7.0,southern cross drive,glengar,st agnes,5172,qld,19750818.0,7751504,73507
0,---,---,---,---,---,---,---,---,---,---,---,---
2328,576,adeld,bullock,609.0,shepherdsron place,rosedale,rose bay,2170,vkc,19071006.0,1839802,82161
4626,576,adele,bullcok,609.0,shepherdson place,roswdale,rose bay,2170,vic,19071006.0,1839802,85833
2445,576,adele,bullock,609.0,shepherdson place,rosedale,rose bay,2170,vic,19071006.0,1839802,46534
910,576,adele,bullock,9.0,shepherdson place,rosedale,camira,2170,vic,19071006.0,1839802,42763
0,---,---,---,---,---,---,---,---,---,---,---,---
232,577,jack,brock,1.0,duhig place,,boyanup,2484,nsw,19800422.0,8460078,80428
2330,577,jack,brock,,duhig place,,boyanup,2485,nsw,19800422.0,8460078,54302
2879,577,,brokc,1.0,duhig place,,boynaup,2488,nsw,19800422.0,8460078,89149
2831,577,jack,brock,45.0,duhig place,,boyaunp,2484,nsw,19800422.0,8460078,82110
0,---,---,---,---,---,---,---,---,---,---,---,---
2336,578,cooper,dandie,54.0,coates place,the mano garden,pakenham,6210,vic,19490201.0,7002450,59635
1099,578,cooper,dandie,54.0,coates place,the manor garden,pakenham,6210,vic,19490201.0,7002450,59551
3975,578,cooper,dandie,54.0,coates ylace,,pakenhsm,6210,vic,19490201.0,7002450,84419
0,---,---,---,---,---,---,---,---,---,---,---,---
1393,579,elli,mccarthy,35.0,druitt place,myalpa,penshurst,4551,nsw,19681114.0,7638218,36629
4284,579,elli,mccarthy,,druit tplace,myalpa,penshurst,4551,nsw,19681114.0,7638218,35716
2340,579,elli,mcgcarthy,35.0,druitt place,myalpa,penshurst,4551,nsw,19681114.0,7638218,32404
0,---,---,---,---,---,---,---,---,---,---,---,---
2154,580,tess,baugh,82.0,waterhouse street,oakbank,gorokan,5029,vic,19890105.0,5606814,28300
2342,580,tess,baugh,82.0,kenyon circuit,oakbank,gorokan,2233,vic,19890105.0,3343845,41309
0,---,---,---,---,---,---,---,---,---,---,---,---
1355,581,,campbll,19.0,loder place,eden park,rowville,3040,sa,19570115.0,4301812,26789
2348,581,zakariah,campbell,19.0,loder olace,eden park,rowville,3043,sa,19570115.0,4301812,17840
3664,581,,campuepll,19.0,lode place,eden park,rowville,3043,sa,19570115.0,4301812,84817
3441,581,,campbell,19.0,loder place,eden park,rowville,3040,sa,19570115.0,4301812,3742
2362,581,,campbdrll,21.0,loder place,eden park,rowville,3040,sa,19570115.0,4301812,92427
2779,581,,campbell,19.0,loder place,eden mpark,rowville,3040,sa,19570115.0,5304980,99093
0,---,---,---,---,---,---,---,---,---,---,---,---
4280,582,zoe,reid,2400.0,newman mo rris circuit,the lodge,dolls point,2550,nsw,19001031.0,8054503,68558
2354,582,zoe,reid,2400.0,newman morris circuit,the lodge,dolls point,2550,nsw,19001031.0,8054503,42540
1323,582,zeo,reid,2400.0,newman mo rris circuit,the lodge,dolls ppoint,2550,nsw,19001031.0,8054503,12158
0,---,---,---,---,---,---,---,---,---,---,---,---
2378,583,william,shepherd,17.0,horsley qcrescent,annesley,clayton,2203,qld,19920927.0,8560358,53559
3472,583,william,shepherd,17.0,horsley crescent,annesley,clayton,2203,qld,19920927.0,8560358,41064
2966,583,wil liam,shepherd,17.0,horsley crescent,annes ley,clayton,2203,qld,19920927.0,8560358,61561
886,583,william,shepherd,,horsley crescent,annesley,clayton,2203,qld,19920927.0,8560358,70708
3387,583,william,shepherd,17.0,annesley,horsley crescent,clayton,2203,qld,19220707.0,8560358,51774
0,---,---,---,---,---,---,---,---,---,---,---,---
2235,584,lushia,bishop,8.0,damala street,st francis vlge,kia ora,6163,nsw,19281214.0,1153545,9493
2382,584,lushia,bishop,8.0,damala street,st francis vlge,kia ora,6163,nsw,19431119.0,1153545,66202
0,---,---,---,---,---,---,---,---,---,---,---,---
290,585,benjamin,brakin,12.0,leahy close,elizabeth residential village,dover heights,2164,nsw,19240924.0,9191751,25093
4904,585,benjamin,brain,12.0,leahy close,elizabeth residential village,dover heights,2164,nsw,19240924.0,9191751,86666
2383,585,benjamin,purbel,12.0,leahy close,elizabeth resiedntial village,dover heights,2164,nsw,19240924.0,3302879,70429
3280,585,benjamin,brain,12.0,leahy close,elizabeth resid ential village,dover heights,2163,nsw,19240924.0,9191751,40891
2590,585,brain,benjamin,,leahy zlose,elizabeth residenvtial village,dover heights,2164,nsw,19240924.0,9191751,61317
0,---,---,---,---,---,---,---,---,---,---,---,---
2387,586,bailee,crouch,22.0,tompsitt court,rosetta village,wamberal,4405,wa,19220325.0,8635129,85578
4812,586,bailde,crouch,22.0,tompsitt court,rosetta village,penguin,4405,wa,19220325.0,8635129,3396
549,586,bailee,crouc,22.0,tompsitytbcourt,rosetta vyillage,wamberal,4405,wa,19220325.0,8635129,6767
4555,586,bailee,crluch,22.0,tompsitt court,rosetta illage,wamberal,4405,wa,19881005.0,8635129,55419
0,---,---,---,---,---,---,---,---,---,---,---,---
2564,587,joshua,reid,273.0,goyderstreet,loughmore,adelaide,2484,vic,19730628.0,9653869,28129
805,587,joshua,villeiqrs,273.0,goyder street,loughmore,adelaide,2484,vic,19730628.0,9653869,15329
3883,587,joshua,villiers,273.0,goyder street,loughmore,adelaide,2484,vic,19730628.0,9653869,51172
2964,587,joshua,villiers,273.0,goyder st reet,loughmore,adelaide,2484,vic,19730628.0,9653869,97685
2394,587,jsohua,villiers,273.0,goyder street,loughmore,adelaide,2484,vic,19730628.0,9653869,49698
0,---,---,---,---,---,---,---,---,---,---,---,---
1417,588,sebastian,petersuen,,chinner crescent,dorothy gensers vlge,dapto,3016,wa,19290524.0,2315376,35458
2396,588,sebastian,petersen,1.0,chinner crescent,dorothy genders vlge,dapto,3016,wa,19290524.0,2315376,57113
2553,588,sebatian,petersen,1.0,chinner cfescent,dorothy genders vlge,dapto,3015,wa,19290524.0,2310376,20987
0,---,---,---,---,---,---,---,---,---,---,---,---
728,589,ameila,blake,,halfrey circuit,,shoalhaven heads,6162,sa,19880506.0,4642758,37817
3696,589,amelia,blake,1.0,halfrey circuit,mt pleasant,shoalhaven heads,6162,sa,19880506.0,4642758,64150
2397,589,amelia,blake,1.0,halfrey curcuit,,mossy point,6126,sa,19880506.0,4642758,11418
4111,589,amelia,blake,1.0,halfreyhcircuit,mt pleaaant,shoalhavdn heads,6162,sa,19880506.0,4642758,41527
0,---,---,---,---,---,---,---,---,---,---,---,---
2160,590,jack,cambpell,169.0,pudne street,rhosewyn,oaklegih,3356,vic,19770109.0,1485686,43795
2425,590,jack,campbell,169.0,marr street,rhosew yn,oakleigh,3356,vic,19770109.0,1485686,54386
4995,590,jack,campbell,169.0,marr street,rhosewyn,oakleigh,3356,vic,19770109.0,1485686,87830
2399,590,jack,campbell,169.0,marr svtreet,rhosesyn,oakkeigh,3536,vic,19770109.0,1485686,22413
0,---,---,---,---,---,---,---,---,---,---,---,---
2361,591,phillip,harrington,3.0,davitt close,mirinjani vlge mirinjani hostel,wangaratta,2209,vic,19610601.0,5960004,51993
2402,591,joshua,harrington,3.0,davitt close,mirinjani vlge mirinjani hostel,wangaractta,2209,vic,19610601.0,5960004,71879
3431,591,joshua,harrington,3.0,davitt close,mirinjani vlge mirinjani hostel,wangaratta,2209,vic,19610601.0,5960004,15583
0,---,---,---,---,---,---,---,---,---,---,---,---
2403,592,mitchell,boyle,10.0,crozier circuit,kinross street,spearwood,2640,sa,19860317.0,5796583,54702
4453,592,mitchell,boyleg,10.0,crozier circuit,kinross street,spearwood,2640,sa,19860317.0,5795683,72405
550,592,mitchell,boyld,10.0,crozier circuit,kinross street,spearwood,2640,sa,19860317.0,5796583,36669
0,---,---,---,---,---,---,---,---,---,---,---,---
3362,593,charlotte,orchard,14.0,dickinson street,,narellan,4515,wa,19850330.0,3193520,21261
1032,593,charlotte,robson,3.0,dickinson street,,nareklan,4551,wa,19850330.0,3193520,1700
2410,593,charlotye,orchard,3.0,,,,4551,wa,19850330.0,3193560,53675
2612,593,charlotte,orchard,3.0,dickinson street,kalinda park,narellan,4551,wa,19850330.0,3193520,9217
3128,593,charlotte,orchard,3.0,dickinson street,,narellan,4551,wa,19850330.0,3193520,41412
0,---,---,---,---,---,---,---,---,---,---,---,---
4096,594,jasmine,royle,5.0,minehan place,geregarowstation,werirngton,5162,nsw,19471027.0,8590831,98474
2275,594,jasmine,royle,46.0,minehan ptlace,geregarow station,werrington,5162,nsw,19240524.0,8590831,99613
3043,594,jasmine,royke,,minehan place,,werrington,5162,nsw,19471027.0,8590831,55699
2417,594,jasmine,royleu,46.0,minehan place,geregarow station,werrington,5162,nsw,19475027.0,8590831,63108
3451,594,jasmine,royle,46.0,minehan place,geregarow station,werrington,5162,nsw,19471027.0,8590831,96065
0,---,---,---,---,---,---,---,---,---,---,---,---
4921,595,brooke,mccracken,19.0,daley crescent,,mayfield,3829,nsw,19850917.0,9195151,74099
2418,595,david,mccracken,19.0,daley crescent,,mayfield,3629,nsw,19850917.0,9195151,65822
3138,595,david,mccravken,19.0,daley cr escent,,mayfield,3629,nsw,19850917.0,9195151,89172
1670,595,davdi,mccracken,91.0,daley crescent,,mayfield,3629,nsw,19850917.0,9195151,95246
0,---,---,---,---,---,---,---,---,---,---,---,---
2419,596,charlee,hugelmann,8.0,martley circuit,eddington,mosman,4802,sa,19490921.0,6939061,65970
1045,596,charlee,hugelamnn,8.0,martley circuit,eddington,mosman,4802,sa,19490921.0,6939061,91708
4046,596,charlee,hugelbmann,8.0,martley circuit,eddington,mosman,4802,sa,19490921.0,6939061,83430
0,---,---,---,---,---,---,---,---,---,---,---,---
2755,597,melissa,redmondu,11.0,braemore,alroy circuit,long jetty,4852,sa,19501114.0,7547575,91613
3559,597,rednond,melissa,11.0,alroy circuit,braemore,long jetty,4852,sa,19501114.0,7547575,70411
2215,597,melissa,redmond,11.0,alroy circuit,braemore,long jetty,4852,sa,19501114.0,7547575,14579
2737,597,melissa,redmeind,11.0,crawford crescent,braemore,monbulk,4852,sa,19501114.0,7547575,58007
2420,597,meliasa,redmond,11.0,alroy ircuit,braemorae,long jetty,4852,sa,19501114.0,7547575,83328
4724,597,melissa,redmond,11.0,alroy cirocuit,braemore,long jetty,4852,sa,19501114.0,2340597,13385
0,---,---,---,---,---,---,---,---,---,---,---,---
4448,598,anuta,catherwood,5.0,nish pace,talomnane,emerald,3073,nsw,19420708.0,7373271,46384
962,598,anita,catherwood,5.0,nish fplace,talonmane,emerald,3073,nsw,19420708.0,7373271,11018
2427,598,anita,catherwood,5.0,nish place,talonmane,emerald,3073,nsw,19420708.0,7373271,1138
0,---,---,---,---,---,---,---,---,---,---,---,---
993,599,ashley,carbone,13.0,louis lodercstreet,john flynn medical centre,blacktown,2430,vic,19260703.0,4119196,55022
2435,599,ashley,carxone,13.0,louis lode street,john flynn medical centre,blacktown,2430,vic,19260703.0,4111906,76071
3797,599,ashley,carboqne,13.0,louis loder street,john flynn medical centre,blacktown,2423,vic,19260703.0,4111996,586
4854,599,ashley,carbone,13.0,louis loder street,john flynn medical centre,blacktown,2430,vic,19260703.0,4111996,35263
0,---,---,---,---,---,---,---,---,---,---,---,---
2436,600,james,orchard,3.0,carnallgclose,kooyong,ballina,3095,qld,19970331.0,7947155,45518
4892,600,jayden,orchard,3.0,carnall close,kooynog,ballina,3018,qld,19970331.0,7947155,68978
879,600,james,orchard,3.0,carnall close,kooyong,ballina,3095,qld,19970331.0,7947155,63124
0,---,---,---,---,---,---,---,---,---,---,---,---
609,601,william,furness,16.0,dexter street,strenarea,westmeadows,4568,sa,19021005.0,6115098,33200
2439,601,william,furness,16.0,dexter street,strena rea,westmedows,4568,sa,19021005.0,6115098,14224
0,---,---,---,---,---,---,---,---,---,---,---,---
2162,602,michael,paschalidis,1.0,de little circuit,nunkuri,osborne park,2380,vic,19930102.0,8507976,40224
4277,602,kiira,paschalidis,1.0,de little circuit,nunkuri,osborn e park,2046,vic,19930102.0,8507976,93468
2447,602,michael,paschaildis,1.0,de little circuit,nunkuri,osborne park,2380,vic,19930102.0,8507976,74424
0,---,---,---,---,---,---,---,---,---,---,---,---
2449,603,lily,nguyen,43.0,hirschfeld crescent,afflexian,milperra,2084,wa,19270126.0,3183110,93363
1202,603,lily,nguyen,43.0,hirschfeldcrescent,afflexian,milperra,2084,wa,19270126.0,3183110,52284
4123,603,liky,nguyen,43.0,hirschfeld crescent,afflexian,milperra,2084,wa,19270126.0,3183110,2667
0,---,---,---,---,---,---,---,---,---,---,---,---
2496,604,bianca,shepherd,22.0,newdegate street,burbong ottage,fairy hill,2069,qld,19060315.0,3375779,83378
4525,604,bianca,shepherd,22.0,newdegate street,burbong cottage,fairy hill,2069,qld,,3375779,95130
1262,604,bianca,shepherd,22.0,newdegate street,burbong cottage,fairy fill,2069,qld,19060315.0,3375779,11955
2453,604,bianca,shepherd,22.0,newdegate street,burbong cottage,fairy hill,2069,qld,19060315.0,3375779,20213
3705,604,bianca,shepherd,22.0,newdegate street,burbong cottage,fairyshill,2069,qld,19060315.0,3375779,27923
0,---,---,---,---,---,---,---,---,---,---,---,---
2456,605,bradley,korbut,25.0,werriwa coescent,the old parsonage,calista,4205,wa,,7577439,34575
4877,605,bradley,korbut,25.0,werriwa crescent,the old parsonage,calista,4205,wa,,7572011,63159
2229,605,bradley,koebut,5.0,werriwa ur escent,the old parsonage,calista,4205,wa,,7572011,32949
4029,605,bradley,korbut,25.0,werriwacrescent,the old panrsonage,calisga,4205,wa,,7572011,14554
0,---,---,---,---,---,---,---,---,---,---,---,---
2018,606,tara,dixon,25.0,goldstein crescent,eldwick,fairlight,2428,qld,19200105.0,5335030,97627
3364,606,tara,dixon,25.0,goldstein crescent,eldwcik,figtree,2428,qld,19200105.0,5335030,99956
2462,606,tara,dixon,25.0,moogerah s treet,,fairlight,2428,qld,19200105.0,5335030,99283
0,---,---,---,---,---,---,---,---,---,---,---,---
1234,607,adriana,pinto,64.0,dryandra street,,brunswich west,5417,qld,19450702.0,1729257,83064
3903,607,adriana,pinto,46.0,dryandra street,quandialla,brunswicu west,5417,qld,19450702.0,1729257,69186
2463,607,adriana,pinto,46.0,dryandra street,quandialla,brunswick west,5417,qld,19450702.0,1729257,73920
0,---,---,---,---,---,---,---,---,---,---,---,---
2466,608,brooklyn,rees,77.0,kingsmill street,willandra,cabramata,2035,vic,,9674605,40005
1167,608,brooklyn,rees,77.0,kingsmill street,willandra,cabramatta,2035,vic,19841205.0,9676405,7653
0,---,---,---,---,---,---,---,---,---,---,---,---
2468,609,chloe,wasley,148.0,mclachlan crescent,merri banks,upper coomera,6148,qld,19630503.0,5068158,5557
4613,609,chloe,wasley,,mclachlan crescent,merri banks,upper coomera,6148,qld,19630503.0,5061858,78800
3028,609,chloe,wasley,148.0,mclachlancrescent,merri banks,upper coomera,6148,qld,19630503.0,5068158,11847
4313,609,,wasley,148.0,mclachlan crscent,merri b anks,upper coomera,6148,qld,19630503.0,5068158,84101
2238,609,chlvoe,wasley,148.0,mclachlann crescent,merri banks,upper coomera,6148,qld,19630503.0,5069158,80210
0,---,---,---,---,---,---,---,---,---,---,---,---
2236,610,keljsy,charman,46.0,hobbs street,cornuo cpia,tomakin,4820,vic,19940729.0,1026581,8643
2469,610,kelsy,charman,46.0,hobbs xtreet,cornucospia,tomakin,4820,vic,19940729.0,1026581,90059
3892,610,kelsy,charman,46.0,hobbs street,cornucopia,tomakin,4820,vic,19940729.0,1026581,12321
0,---,---,---,---,---,---,---,---,---,---,---,---
1481,611,ashlie,hinkesman,101.0,melrosewdrive,,coombsbah,2171,qld,19331111.0,8950763,75663
2470,611,ashlie,hinksman,101.0,melrose drive,eden park,coombabah,2171,qld,19331111.0,8950763,61185
0,---,---,---,---,---,---,---,---,---,---,---,---
2476,612,daniel,noble,519.0,blakey close,farm cottage,bellevue hill,4035,vic,19090320.0,8724523,17893
1246,612,noblke,daniel,519.0,blakey close,farm cottage,bellevue hill,4035,vci,,8724523,90376
0,---,---,---,---,---,---,---,---,---,---,---,---
1888,613,alissa,kerley,38.0,magrath lcrescent,homesite 3,mount rorens,4701,nsw,19620109.0,5187806,7646
2477,613,alissa,kerley,38.0,magrath crescent,homesite 3,mount torrens,4701,nsw,19620109.0,5187806,98972
0,---,---,---,---,---,---,---,---,---,---,---,---
2481,614,bea u,mccarthy,9.0,gudgenby close,ocean star villas,caiyns,3450,nsw,19070923.0,5234558,842
2057,614,chawlie,mccarthy,53.0,gudgenby close,ocean stara villas,caiens,3450,nsw,19070923.0,5234558,92906
0,---,---,---,---,---,---,---,---,---,---,---,---
736,615,mason,zachary,16.0,,st john of g od hospital,camira,2120,qld,19300102.0,1373543,90472
3808,615,zachary,clarie,16.0,,st john of god hospital,camiar,2120,qld,19300102.0,3102291,45676
4629,615,zachary,clarke,16.0,,st john of god hospital,camira,2120,qld,19300102.0,1373543,98639
2494,615,zachary,clarke,16.0,,st john of god hospital,camita,2120,qld,19300102.0,1373543,11108
0,---,---,---,---,---,---,---,---,---,---,---,---
2505,616,matthew,paine,7.0,mcintyre street,urunga,moulyinning,7000,nsw,19250117.0,6277575,16445
54,616,matthew,paine,7.0,mcintyre street,urunga,moulyinning,7000,nws,19250117.0,6277575,44764
0,---,---,---,---,---,---,---,---,---,---,---,---
992,617,meaguan,watkins-yall,97.0,clancy street,,broken hill,4169,sa,19860817.0,5297907,81522
2507,617,meagan,watkins-lyall,78.0,clancy street,,broken hill,4169,sa,19806817.0,5297907,76582
3876,617,meagan,watkins-lyall,78.0,clancy street,,broken hill,4169,sa,19860817.0,5297907,45151
0,---,---,---,---,---,---,---,---,---,---,---,---
267,618,hayley,white,1.0,hallenc lose,chelsez house,oran ge,2176,sa,19810909.0,4247423,35608
2509,618,hayley,white,,hallen close,chelsea house,orange,2176,sa,19810909.0,4247423,58825
0,---,---,---,---,---,---,---,---,---,---,---,---
546,619,thomas,alagich,,crago place,countryd club,toorak,2316,sa,,3790868,43201
3084,619,thomas,alagich,9.0,crago place,country club,toorak,3216,sa,,3790888,20325
2510,619,thomas,alagich,9.0,,countyr club,toorak,3216,sa,,3790888,75066
0,---,---,---,---,---,---,---,---,---,---,---,---
2484,620,kazuki,whitea,5.0,ijong dtreet,john curtin hostel,carrum,3616,vic,19360920.0,4008186,2757
2511,620,kazuki,white,5.0,ijong street,john curtin hostel,carrum,3616,vic,19360920.0,4008186,80683
0,---,---,---,---,---,---,---,---,---,---,---,---
2515,621,casey,tunstall,1.0,strahan row,villa 2,yagoona,3038,sa,19110402.0,3008766,86865
1252,621,casey,tunstpall,1.0,strahan row,villa 2,yagoina,3038,sa,19110402.0,4047509,19790
0,---,---,---,---,---,---,---,---,---,---,---,---
936,622,james,quinzi,6.0,fawkner street,streanshalh,yass,3142,tas,19860208.0,9289559,68023
2516,622,james,quimnzi,6.0,fawkner street,streanshalh,yasls,3142,tas,19860208.0,9289559,38223
0,---,---,---,---,---,---,---,---,---,---,---,---
2518,623,thomas,meadows,13.0,bridgge place,,malvern aest,2794,wa,19840422.0,1641632,1470
2247,623,thomas,meadows,13.0,bridge place,lyndon lodge,malvern east,2794,wa,19840422.0,1641632,92505
0,---,---,---,---,---,---,---,---,---,---,---,---
2864,624,caleb,hage,34.0,mcdermottstreet,the will ows,yamba,4360,sct,19110405.0,5267640,56266
2521,624,caleb,hage,34.0,mcdermott street,dallyn,johns river,4350,act,19110405.0,5267460,91486
1227,624,caleb,hage,34.0,mcdermotts treet,dallym,yamba,4350,act,19110405.0,5267604,85419
2897,624,caleb,hage,34.0,mcdermott street,dallyn,yamba,4350,act,19110405.0,5267640,91385
0,---,---,---,---,---,---,---,---,---,---,---,---
2529,625,jacob,bowerman,19.0,halford crescent,sutyton,nollamara,2431,qdl,19880821.0,6089424,47597
4482,625,destnii,bowerman,12.0,halford crescent,sutton,nollamara,2431,qld,19880821.0,6089424,30233
4997,625,destynii,bowerman,12.0,halford crescent,sutton,nollamara,2431,qld,19880821.0,6089424,38579
2542,625,destynii,bowermn,21.0,halford crescent,sutton,nollamara,2413,qld,19880821.0,6089424,8607
3154,625,destynii,bowerman,12.0,halford crescent,sutton,nollaqmra,2413,,19880821.0,6089424,50743
1307,625,destynii,bowerman,12.0,halfordcrescent,sutton,nollamara,2431,qld,19880821.0,6089424,24274
0,---,---,---,---,---,---,---,---,---,---,---,---
2531,626,olivr,clarke,35.0,macumba place,ordviewaestate,sunshine,3150,nsw,19721201.0,3931949,37677
2133,626,oliver,clarke,35.0,macumba place,ordview estate,sunshine,3150,nsw,19721201.0,3931949,77342
0,---,---,---,---,---,---,---,---,---,---,---,---
1290,627,lauren,blaschke,27.0,eggleston crescent,marx hill street,bittern,4169,vic,19130618.0,7472975,10703
2532,627,lauren,blascgke,72.0,mccormcak street,marx hill street,bittern,4619,,19130618.0,7472975,3644
4700,627,lauren,blaschke,27.0,egglesto n crescent,marx hill street,bittern,4169,vic,19130618.0,7472975,40104
0,---,---,---,---,---,---,---,---,---,---,---,---
1248,628,travis,stubbs,42.0,scardon street,st john of god hospital,calen,2156,nsw,19010228.0,5893718,8484
3777,628,travis,stulbs,42.0,scardon treet,st john of go hospital,calen,2156,nsw,19010228.0,5893718,65241
2535,628,travks,stubsb,42.0,scardon street,st john of g o hospital,raymond terrace,2516,nsw,19010228.0,5893718,51099
0,---,---,---,---,---,---,---,---,---,---,---,---
1824,629,oliver,haggett,37.0,dartnell street,aprt 504,holden hill,4858,nsw,19570530.0,2086061,46946
2538,629,oliver,haggett,37.0,aprt 504,dartnell street,holden hill,4858,nsw,19570530.0,2086061,30053
0,---,---,---,---,---,---,---,---,---,---,---,---
3635,630,megan,purdin,8.0,lyndon street,hawkesbury natural health acupuncture ce,minchinbury,2225,vic,19641218.0,1801047,99465
2087,630,megan,purdon,8.0,lyndon street,hawkesbury natural health acupuncture ce,minchinbury,2256,vic,19641218.0,1801047,84062
2543,630,megan,purdon,8.0,lyndon street,hawkesbury natural health acupuncture ce,minchinbupry,2256,vic,19900130.0,1801047,16328
0,---,---,---,---,---,---,---,---,---,---,---,---
257,631,joshua,felmingham,46.0,fullagar crescent,mariner views,evandsle,2229,nsw,19810315.0,8249572,50971
2547,631,joshua,felmingham,3.0,fullagar crescent,mariner views,evandale,2229,nsw,19810315.0,8249572,69375
0,---,---,---,---,---,---,---,---,---,---,---,---
2548,632,mitchekl,waller,66.0,brewster place,osborne house,toowoomba,4740,sa,19371230.0,9707084,46025
581,632,mitchell,waller,66.0,brewster place,osborne house,toowoomba,4740,sa,19371230.0,3773290,76413
0,---,---,---,---,---,---,---,---,---,---,---,---
3748,633,timothy,broadby,1.0,marengo place,lewin lodge,urabgan,2770,qld,19670530.0,3863457,57288
3379,633,timothy,broadby,1.0,marengo place,lewin lodge,leonards hill,2770,qld,19670530.0,3863457,76727
2549,633,timothy,broadby,1.0,mare ngo place,lewin lodge,leonards hill,2770,qld,19670530.0,3863457,48383
3736,633,timothy,broadby,1.0,marengo place,lewin lodge,leonardshill,2707,qld,19670530.0,3863457,98572
2332,633,timothy,broadby,1.0,marengo place,lewin lodge,leonards hill,2770,qld,19670530.0,3863357,97580
3933,633,timotht,broadby,1.0,mareng place,lewin lodge,,2770,qld,19670530.0,3863457,25089
0,---,---,---,---,---,---,---,---,---,---,---,---
2552,634,bree,reid,3.0,gooromon po nds road,eldwick,rockb point,6155,nsw,19230129.0,8794990,94411
4298,634,bree,reid,3.0,gooromon ponds road,eldwick,rocky point,6155,nsw,19230129.0,8794990,74080
4558,634,reid,bree,3.0,gooromon poeds road,eldw ick,rocky point,6155,nsw,19230129.0,8794990,58896
2000,634,bre,reid,3.0,gooromon ponds road,eldwick,rocky point,6155,nsw,19230129.0,8794990,86535
0,---,---,---,---,---,---,---,---,---,---,---,---
2320,635,stephanie,spong,14.0,kenyon courcuit,waverl ey lodge,normanhurst,3182,nsw,19430901.0,6128280,4551
2556,635,stephanie,spong,14.0,kenyon circuit,waverley lodge,normanhurst,3182,nsw,19430901.0,6128280,66666
2750,635,stephatnie,spogn,119.0,kenyon circuit,waverley lodge,normannhurst,3182,nsw,19430901.0,6128280,83011
0,---,---,---,---,---,---,---,---,---,---,---,---
2560,636,kristen,capurso,67.0,bosworth circuit,monier square,magra,4075,vic,19170201.0,7204184,91928
1405,636,kristrn,capurso,67.0,bosworth curcuit,monier square,magra,4057,vic,19170201.0,7204184,34862
0,---,---,---,---,---,---,---,---,---,---,---,---
4249,637,jessica,whzle,38.0,pambula sitreet,blue shadows,surryyhills,2541,nsw,19341001.0,6125303,17765
2562,637,jessica,whle,14.0,blue shadows,pambula street,surry hills,2541,nsw,19341001.0,6125303,55586
4715,637,jessica,whale,38.0,pambula street,blue shadows,surry hills,2541,nsw,19341001.0,6125303,74621
396,637,jessica,whale,38.0,pambula street,blue shadows,surry ihlls,2541,nsw,19341001.0,6125303,79159
0,---,---,---,---,---,---,---,---,---,---,---,---
1178,638,lucy,clarke,1.0,kriewaldt circuit,rosehill,torquay,3084,sa,,4309304,99854
2566,638,bkows,luc y,1.0,kriewaldt circuit,rosehill,torfquay,3084,sa,,4309304,42420
